Guardalben,505,911042,0.44
Fusaschi,878,546035,0.42
Alfaro,203,851656,0.10
Babaguchi,870,43416,0.76
Carrier,402,903175,0.26
Nunn,417,914494,0.75
Smotrovs,304,376071,0.87
Rudaz,443,407585,0.19
Kelb,801,540602,0.42
Hansmann,707,224280,0.44
Diebold,484,36672,0.08
Sabadini,939,222746,0.42
Emond,260,266945,0.51
Pinar,802,62293,0.49
Gusella,401,882500,0.94
Borgelt,636,374586,0.39
Livadas,240,259342,0.46
Kalamatianos,301,744373,0.26
Dullea,785,35449,0.29
Schonhut,734,38442,0.25
Apsitis,971,906515,0.49
Faletti,769,720381,0.99
Belussi,903,35809,0.88
Greenbaum,202,168242,0.78
Mesnard,567,156711,0.87
Camarinopoulos,801,962608,0.66
Yamnitsky,918,920014,0.21
Plesow,908,653370,0.53
Peris,302,480514,0.17
Grizzle,623,488926,0.14
Inari,405,400365,0.41
Berbert,718,433075,0.96
Schoegge,551,959130,0.73
Kaye,603,371874,0.39
Kriegel,202,620724,0.23
Wadel,541,388316,0.87
Bahnasawi,808,381794,0.73
Stepanek,702,166961,0.93
Wherry,870,846706,0.54
Vollamr,251,704488,0.32
Dalheimer,808,5669,0.10
Leick,816,497429,0.44
Bly,479,688953,0.05
Buzato,517,482822,0.09
Kleinholz,970,463179,0.79
Streng,931,336066,0.30
Cannane,360,928307,0.78
Gorg,808,992449,0.24
Eiter,302,748015,0.05
Angeline,402,693064,0.33
Hertweck,406,405510,0.71
Boday,505,298446,0.54
Katona,724,160612,0.45
Ranka,240,419950,0.03
Sybre,843,934445,0.22
Therien,775,834541,0.29
Stockus,870,596555,0.89
Gornas,520,48551,0.80
Rotenberg,857,942429,0.30
Newson,973,37295,0.42
Westcott,605,88730,0.01
Ronkainen,803,444006,0.26
Kavaky,256,813848,0.85
Minei,727,309278,0.99
Canning,205,951988,0.63
Grady,701,752660,0.50
Ramamoorthy,301,919834,0.32
Wortmann,304,459971,0.21
Etzl,603,910504,0.34
Amrhein,334,211818,0.30
Tanida,908,367398,0.91
Heusch,414,986505,0.33
Journel,502,692176,0.52
Peot,808,21538,0.84
Rada,507,827252,0.65
Ostertag,787,694088,0.39
Alpay,229,574864,0.45
McKinley,207,170063,0.26
Hedlund,202,213249,0.60
Wrobel,980,39652,0.85
Budimac,205,951408,0.32
Nations,312,152340,0.70
Sobalvarro,302,725243,0.11
Rothwell,580,998108,0.08
Gecsei,773,449311,0.70
Dean,651,215802,0.58
Magnusson,308,908560,0.77
Jueneman,520,789095,0.49
BaronLaurie,505,499981,0.68
Calisti,646,477603,0.44
Zunino,505,506650,0.91
Perri,865,746625,0.27
Cyranek,864,468907,0.33
Pong,615,554979,0.28
Latta,412,408177,0.11
Cullers,303,294476,0.43
Arroyo,808,581451,0.63
Freivalds,573,112886,0.21
Heemskerk,405,412309,0.41
Rilling,859,829082,0.50
Cosma,307,60055,0.56
Pfefferle,401,552916,0.17
Lafferriere,401,572926,0.62
Tartalja,570,478480,0.99
Wheen,410,405624,0.36
Mackenthun,802,343337,0.12
Pook,267,847435,0.07
Nergos,307,169772,0.07
Rodier,307,748684,0.39
Muhlenbein,731,698537,0.73
Kacprzyk,775,18572,0.41
Udding,308,328304,0.02
Hauswirth,251,739340,0.96
McKinley,781,271943,0.10
Beutelspacher,715,808116,0.94
Costake,913,979615,0.86
dAlcantara,802,483968,0.68
Wiel,774,903694,0.31
Hartrumpf,606,878374,0.50
Llorente,623,170029,0.71
Gruenefeldt,770,829608,0.51
Laube,253,925840,0.45
Kasriel,435,40866,0.47
Winkler,260,195644,0.01
Wigderson,253,390898,0.38
Podkolzin,207,356612,0.01
Rosenblitt,770,765716,0.17
Kuiper,504,254728,0.08
Gustavson,641,537818,0.22
Steckelberg,563,734773,0.44
Boehm,878,64066,0.40
Quisquater,334,822189,0.70
Hittos,317,604970,0.04
Wesley,970,639644,1.00
Soreide,774,359705,0.85
Serov,918,372487,0.18
Heiserman,865,429399,0.61
Cakir,203,686103,0.18
Duspohl,717,462682,0.60
Gruenefeldt,712,945792,0.19
Grabner,430,2044,0.90
Malara,971,217659,0.31
Verykios,601,812974,0.20
Simula,985,921456,0.70
Leitsch,505,822782,0.86
Zabel,228,315340,0.62
Bateman,802,779724,0.41
Henderson,309,554596,0.65
Dargam,848,859524,0.44
McCann,616,867861,0.01
Gasieniec,302,393995,0.86
Lyuu,406,796809,0.97
Tollu,641,551002,0.32
Stanney,785,865435,0.00
Battaiola,843,810960,0.20
Dusse,207,288171,0.53
Rivals,302,122410,0.40
Koschutzki,317,834675,0.98
Penz,228,80029,0.14
Mukaidono,607,949087,0.66
Postley,802,619999,0.91
Eldridge,513,998011,0.00
Shilling,401,901885,0.37
Pietra,312,527623,0.09
Glymidakis,305,898078,0.45
Menezes,808,447470,0.38
Skrikant,860,517904,0.87
Popplestone,203,579004,0.58
Zunino,985,247082,0.02
Sybre,308,888536,0.76
Fujisawa,208,987327,0.83
Whitley,701,965070,0.61
Serrano,703,317979,0.53
Butcher,702,288562,0.34
Lester,302,143301,0.71
Mirandola,316,390320,0.74
Frison,770,397699,0.60
Mascha,423,848079,0.46
Tawfik,808,936672,0.59
Pollock,270,418871,0.54
Konuru,307,404647,0.72
Lotem,541,645884,0.56
Chandru,775,935707,0.23
Pulkowski,701,900361,0.21
Romijn,202,252702,0.82
Botuscharov,646,265390,0.29
Hodil,605,214593,0.83
Svensson,304,392795,0.97
Jeris,508,52880,0.09
Zlotek,802,973724,0.90
Melzer,423,304233,0.62
Greca,662,271772,0.45
Beeson,440,477588,0.57
Sollins,907,790390,0.67
McGuffin,978,602849,0.88
Anh,678,121654,0.14
Khosla,980,760814,0.33
Schiettecatte,401,333493,0.98
Steenbeek,919,231744,0.68
Faron,225,807738,0.17
Kragelund,432,879469,0.25
Frezza,302,722777,0.35
Tredennick,207,303828,0.42
Wolfram,773,339364,0.98
Quarrie,224,493350,0.46
Gellerich,603,519865,0.22
Bondorf,870,703212,0.76
Okasaki,918,798716,0.31
Fauth,857,582616,0.94
Goff,203,127996,0.14
Azzam,417,951243,0.27
Verbitsky,720,696356,0.91
Carrico,724,366052,0.88
Pogrzeba,401,446702,0.80
Osone,660,375026,0.26
Halper,860,697465,0.74
Garrett,219,379247,0.00
Frezza,217,931318,0.42
Macpherson,520,567377,0.55
Dinkhoff,304,328472,0.35
Medvidovic,939,846878,0.11
Kogut,605,498989,0.87
Petroski,414,541010,0.43
Hollenbach,774,546891,0.28
Meysembourg,562,661302,0.48
Baucke,939,380176,0.34
Giesl,715,427851,0.76
Bhaskar,414,256644,0.47
Rege,402,526103,0.34
Ossenbruggen,432,555997,0.07
Autin,401,484102,0.41
Neuwirth,402,40078,0.67
Dorsett,775,225308,0.10
Schrooten,208,464196,0.02
Staggers,731,934581,0.51
Kobylarz,907,593932,0.90
Aparicio,718,129304,0.60
Chengzheng,617,91645,0.34
Heindl,802,609087,0.69
Kamijo,907,745249,0.22
Goto,608,809975,0.88
Rivals,907,733439,0.50
Yntema,862,843562,0.08
Kourie,505,428791,0.40
Gadbois,352,168823,0.94
McCann,774,429016,0.58
Ruhland,828,789293,0.62
Popplestone,517,649379,0.71
Perschbacher,802,276874,0.56
Schaffter,505,95264,0.13
Greve,310,508508,0.53
Klassen,971,11118,0.11
Ishibashi,202,770771,0.23
Reiz,580,652303,0.74
Klevans,314,416118,0.08
Schrufer,720,911864,0.16
Nemeth,939,599681,0.73
Emmerich,302,393975,0.80
Skogmar,616,600726,0.96
Roehmer,401,187646,0.62
Levergood,405,15252,0.56
Pohl,701,69012,0.07
Dolken,605,943740,0.89
Castella,202,233091,0.82
Bronstein,801,278386,0.44
Vollaro,906,520199,0.77
Philips,479,927680,0.78
Groenemans,775,22418,0.63
Kakuda,304,727854,0.12
Fattah,636,606057,0.76
Kasriel,302,886619,0.31
Spauster,318,328938,0.89
Woit,253,691101,0.73
Konchady,501,295236,0.13
Hooker,406,168729,0.38
Darell,802,743675,0.26
Rips,314,461853,0.45
Gevinti,203,769317,0.69
Rothenberg,608,986087,0.78
Islam,207,917589,0.96
Morvan,720,433963,0.70
Enomoto,269,291734,0.68
Narahari,804,931197,0.65
Hiroike,508,372201,0.83
Kubela,907,221864,0.56
Sinthupinyo,229,809328,0.11
Hoofman,402,177200,0.63
Vajtersic,478,720687,0.30
Demri,307,302385,0.35
Ventura,770,772693,0.63
Glenstrup,251,547807,0.80
Aluja,828,26416,0.99
Clapp,417,896353,0.22
Buchberger,605,850051,0.72
Chiodo,425,142400,0.91
Ariyawansa,425,480549,0.65
Leiss,202,570349,0.35
Pampoukis,912,630924,0.90
Dumitrescu,507,847503,0.14
Worn,207,344708,0.85
Schiefer,401,414370,0.76
Cichon,808,679402,0.43
Parmee,606,746394,0.99
Kavanagh,845,780131,0.21
Greitane,304,253190,0.74
Ziller,802,917623,0.63
Vinson,701,422388,0.35
Louis,309,500733,0.75
Gaborit,843,353745,0.47
Graaff,502,202882,0.09
Bakhtiari,302,413884,0.14
Tolba,260,569178,0.68
Bellmore,207,468750,0.87
Supornpaibul,971,934726,0.49
Cavendish,435,565265,0.71
Schaul,808,94932,0.94
Golgstein,716,594331,0.39
Kawakami,551,934588,0.55
Schuning,505,227036,0.30
Melzer,973,388733,0.82
Nord,516,277186,0.82
Grnarov,435,898392,0.72
McWilliams,769,452290,0.36
Sidebottom,720,282917,0.45
Gwertzman,304,682363,0.42
Dreier,734,633688,0.19
Gerke,253,748973,0.70
Sekine,808,987264,0.52
Reddi,970,653384,0.80
Horswill,605,227072,0.82
Besl,234,513854,0.95
Krunz,406,507692,0.04
Lappalainen,202,380659,0.54
Lores,865,279083,0.30
Valmari,615,37466,0.23
Ramalingam,252,858264,0.99
Mindt,919,133550,0.74
Schuster,702,833732,0.19
Lutterkort,240,792086,0.92
Bergher,208,2121,0.93
Cleveland,605,384783,0.40
Heering,865,190875,0.89
Tiskin,812,782536,0.18
Sione,202,495679,0.58
Tisato,307,958960,0.93
Malhis,406,533786,0.06
Cucka,570,953715,0.94
Usui,307,335037,0.68
Hatkanagalekar,336,511144,0.07
Beth,985,492254,0.51
Ranst,203,480214,0.45
Cotofrei,580,420909,0.81
Dey,703,467888,0.22
Berild,706,601130,0.87
Charatonik,773,348890,0.24
Hibberd,716,501546,0.25
Machesky,971,790557,0.28
Forcade,229,178303,0.88
Plum,303,486367,0.03
Schlimbach,207,787872,0.19
Heydon,510,357694,0.63
Gimbel,309,941392,0.90
Horiguchi,620,845931,0.10
Marrakchi,207,436183,0.93
Bicarregui,937,404890,0.29
Lampen,678,834713,0.82
Papelis,402,391798,0.34
Haban,870,784086,0.45
Carletta,260,727633,0.32
Luft,206,553815,0.16
Priest,603,643420,0.90
Scheunemann,954,344683,0.40
Cranor,312,140308,0.89
Barreteau,912,44059,0.69
Coroyer,787,520935,0.98
Barz,907,532494,0.87
Vernalde,660,273418,0.17
Maliniak,307,872704,0.57
Magidor,302,761344,0.02
Tekampe,787,193710,0.85
Jaklic,605,549386,0.60
Kochs,304,776515,0.34
Yang,602,572475,0.35
Bencher,541,234188,0.05
Kranakis,276,242423,0.80
Jantke,754,303993,0.02
Krishnaswami,213,853445,0.43
Nagasaka,985,668491,0.52
Tacic,860,790724,0.15
Tsujishita,224,356899,0.10
Bergey,404,276275,0.59
Saslan,409,958802,0.59
Mittal,503,376268,0.06
Castells,714,532006,0.72
Ariola,623,69295,0.41
Gilon,307,312273,0.55
Cincotta,585,92117,0.53
Botman,218,610464,0.43
Stenstrom,937,677514,0.73
Carmo,402,938728,0.15
Swanberg,952,647146,0.07
Steinparz,203,960605,0.83
Basart,907,188449,0.81
Khodabandeh,330,254190,0.59
Rinschede,818,665563,0.59
Tiernan,402,385198,0.65
Kameny,703,944501,0.76
Bael,334,775445,0.67
DeLano,701,958171,0.80
Bade,605,631010,0.73
Mulkers,435,895572,0.27
dAlcantara,603,207859,0.03
Serrano,307,109565,0.20
Yochum,952,468758,0.04
Swenker,308,344421,0.26
Garrard,208,843364,0.06
Laventhal,785,885523,0.28
Belyaev,907,727984,0.62
Dabdub,801,596316,0.62
Widjojo,870,164756,0.07
Bearman,636,551211,0.20
Loganantharaj,405,846513,0.50
Dunlop,502,510275,0.01
Giavitto,503,91041,0.79
Petri,623,304303,0.48
Chilukuri,360,704688,0.43
Dimitriev,406,413225,0.95
Khalil,405,288486,0.30
Krauter,425,642592,0.21
Dishlieva,318,400619,0.43
Redon,240,593970,0.16
Herity,256,580890,0.00
Starr,502,811831,0.29
Lockington,402,733888,0.15
Stasinski,847,470658,0.12
Nobauer,434,947167,0.88
Riefers,302,489249,0.07
Pesotchinsky,505,339137,0.95
Postiff,860,874319,0.77
Ortmann,908,130592,0.29
Kloeden,302,59166,0.31
Box,973,968110,0.44
Campr,808,828490,0.50
Shiota,702,559834,0.47
Skala,603,712894,0.53
Saward,406,777860,0.17
Kaderali,307,857778,0.35
Eklundh,408,210371,0.99
Klippgen,928,305087,0.38
Caticha,207,120634,0.58
Fasching,701,676286,0.53
Lienard,513,72081,0.84
Focacci,708,671822,0.04
Boy,843,125332,0.34
Redys,402,418029,0.05
Carciofini,815,543514,0.50
Buekenhout,918,489569,0.81
Luckham,770,216153,0.50
Monnier,505,654707,0.76
Noortwijk,787,245729,0.72
Genssler,602,955126,0.79
Tabata,706,839207,0.79
Faria,256,575626,0.68
Loeppner,919,363577,0.82
Zullighoven,414,753203,0.88
Kisielewicz,520,787629,0.88
Labisch,318,146651,0.07
Buchinger,757,703626,0.28
Rienhoff,606,448545,0.46
Strohmann,603,676032,0.98
Bazire,330,286224,0.18
Kneisl,580,675641,0.97
Eby,423,417679,0.28
Krinik,731,746446,0.56
Hagmann,715,509119,0.90
Goldschmidt,617,271725,0.47
Dykema,260,795400,0.05
Tamesada,360,839992,0.44
Bus,602,522493,0.92
Kipnis,202,940469,0.63
Sebastio,207,530553,0.29
Treseler,217,462725,0.32
Kalyanakrishnan,253,334597,0.74
Ferriere,816,540877,0.62
Kirtane,937,330922,0.78
Christianson,863,68409,0.51
Bongiovanni,425,823435,0.56
Mitomo,765,218888,0.80
Ravve,561,272031,0.03
Kans,864,941708,0.49
Greenbaum,208,283626,0.39
Nastar,985,50447,0.17
Slisenko,801,127443,0.15
Forgie,662,163647,0.41
Lebrave,435,837742,0.52
Schiex,864,868944,0.80
Dybig,760,2905,0.53
Dervin,208,618064,0.44
Hopewell,801,871815,0.84
Umkehrer,302,820219,0.02
Guzdial,970,155544,0.36
Fontana,256,67798,0.85
Klimko,252,58707,0.45
Loewenstein,307,58414,0.41
Brysgalov,904,549481,0.05
Nagata,202,488368,0.57
Mandell,989,731599,0.65
Jelasity,860,733625,0.42
Kourie,334,707991,0.89
Millo,303,603423,0.47
Bandurski,281,821794,0.44
Goldsworthy,501,772804,0.29
Kawagoe,505,39419,0.22
Blumann,775,362236,0.49
Lehot,510,198542,0.58
Welling,479,929301,0.40
Cassaro,808,321274,0.09
Beshers,907,818380,0.45
DSilva,971,703547,0.54
Tompits,609,989174,0.46
Ghafoor,240,67109,0.45
Grape,801,674871,0.33
Souvignier,303,383786,0.86
Schler,386,823868,0.30
Worthington,307,840628,0.89
Kendall,662,559775,0.24
Rutten,815,181819,0.64
Macgregor,580,426347,0.60
Panwar,567,791142,0.21
Amandi,320,951766,0.27
Weisert,620,711651,0.50
Cucker,724,241598,0.55
Weinberg,202,716097,0.38
Luitjes,702,10288,0.71
Feast,218,201719,0.53
Strehl,660,706890,0.78
OHalloran,219,882282,0.80
Seiler,256,37439,0.28
Towheed,402,191701,0.63
Zadeh,603,569290,0.34
Ballou,351,402664,0.87
Vesna,904,456484,0.20
Ramsden,201,148093,0.91
Mausberg,828,737982,0.96
Carrier,818,424834,0.92
Pfalzgraf,207,828299,0.74
Clasen,219,228852,0.42
Pepe,406,37045,0.96
Gille,717,147259,0.73
Diday,773,287479,0.69
Manders,618,266264,0.99
Mikelsons,802,62003,0.47
Ilarraza,218,321839,0.03
Foulk,828,891333,0.55
Pendleton,802,167822,0.53
Sikka,864,128692,0.39
Susmaga,860,722324,0.46
Geppert,580,444532,0.90
Ewards,414,590028,0.27
dAbreu,740,981207,0.44
Forte,859,797015,0.99
Whitely,252,533609,0.97
Jenevein,402,928139,0.11
Cartier,605,219358,0.65
Strayer,435,122776,0.00
Gopi,701,211513,0.39
Declerfayt,636,602517,0.56
Stahl,909,337946,0.61
Rotzell,443,642316,0.64
Kunkdelmann,609,567910,0.51
Villoldo,605,515630,0.74
McAfee,636,450220,0.15
Gabalda,501,553590,0.13
Sippu,270,438644,0.56
Braunmuller,515,204138,0.02
Strouf,865,273518,0.15
Levcopoulos,270,211467,0.37
Botuscharov,443,248733,0.16
Rish,678,203924,0.03
Zellmann,208,626617,0.22
Spenke,301,180008,0.01
Roohalamini,302,483625,0.43
Beam,980,445247,0.82
Piloty,864,160200,0.16
Underwood,541,347385,0.44
Setlzner,410,310305,0.03
Douchet,863,809715,0.24
Meguro,603,782339,0.45
Pols,574,495919,0.59
Goldweic,618,846378,0.17
Fortenbach,541,383165,0.11
Cox,571,698014,0.64
Guerreiro,360,176230,0.98
Selwood,724,51190,0.87
Saoudi,909,922587,0.67
Imam,312,34728,0.80
Ulupinar,207,416602,0.11
Karp,603,547485,0.75
Fanti,712,415946,0.59
Hatakka,619,532392,0.03
Frisberg,717,33804,0.97
Ayani,502,651475,0.79
Haselbock,843,428086,0.35
Guernic,208,730794,0.29
Ressouche,952,298942,0.81
Disney,307,162043,0.69
Brimkov,540,64070,0.65
Azuma,816,457249,0.12
Babaguchi,870,757712,0.31
Goil,775,763936,0.77
Caelen,401,907850,0.45
Zaremba,907,6636,0.68
Delatizky,586,873917,0.81
Zultner,573,369676,0.68
Kodek,808,684682,0.60
Lund,308,609347,0.45
Wenocur,435,991742,0.26
Estlin,608,805753,0.74
Gloger,307,284020,0.46
Mamelak,802,522228,0.30
Akbar,253,108482,0.63
Cosar,520,690668,0.96
Hallet,401,265706,0.47
Behrendt,843,130510,0.28
Salvadori,970,706128,0.83
Skillicorn,302,813610,0.38
Hoare,724,135278,0.26
Fraenkel,601,265192,0.67
Guenter,269,908418,0.75
Dippoldsmann,505,745738,0.50
Suppi,417,873650,0.58
Wolff,307,59650,0.96
Lipponen,207,132966,0.82
Scraton,479,737585,0.92
Pier,205,474376,0.41
McAlister,304,482769,0.19
Altshuler,563,352187,0.38
Robson,304,734372,0.48
Rumelhart,505,767020,0.17
Unno,678,616865,0.74
Roullet,406,626318,0.01
Kirihata,859,844351,0.70
Genther,757,437041,0.86
Zampieri,231,484380,0.69
Lascarides,406,688247,0.44
Bacciotti,406,546764,0.43
Colnari,706,821143,0.37
McMahon,217,624175,0.82
Berwick,312,705148,0.79
Fujisaki,701,245816,0.90
Boigelot,203,698926,0.72
Hemmerling,231,813972,0.26
Kingston,307,677385,0.22
Gerlhof,802,248167,0.15
Benassi,701,516143,0.10
Venkataraman,505,126003,0.31
Hasida,302,142673,0.21
Calabrese,860,533999,0.77
Ash,410,356320,1.00
Gartshore,337,114858,0.97
Kerntopf,480,397965,0.61
Namjoshi,239,923881,0.61
Cowan,870,188650,0.49
Gazzotti,808,79412,0.64
Blaschka,352,525846,0.65
Mints,843,240108,0.75
Genin,605,201921,0.66
Tatsumi,302,350829,0.06
Marinissen,571,832234,0.01
Croitoru,307,39387,0.63
Mussi,225,54263,0.09
Puerta,603,639164,0.77
Forgy,939,41345,0.89
Eid,567,231590,0.41
Hertzberg,918,112550,0.88
Sallet,308,265875,0.86
Heilandt,907,939281,0.13
Vosburgh,662,601622,0.39
Lockwood,206,189888,0.27
Gerber,304,601049,0.36
Feder,878,27437,0.12
Capon,907,584010,0.26
Ehrenberger,913,890749,0.97
Gellersen,541,544303,0.89
Ghattas,860,964734,0.82
Paterakis,207,906758,0.89
Ciompi,775,933608,0.01
Polson,509,845911,0.72
Menyhert,718,694757,0.84
Ducret,225,219250,0.79
Urponen,802,222223,0.19
Buisson,878,386873,0.29
Lafouge,516,223670,0.77
Tsatalos,479,404905,0.22
Clowes,520,976973,0.69
Averboch,908,798600,0.12
Regier,907,209752,0.94
Eppinger,225,874031,0.71
Kartha,772,190141,0.49
Lichtner,430,356554,0.52
Beguin,715,364934,0.61
Quiroz,207,371597,0.04
Islam,907,187973,0.44
Ateniese,803,688125,0.78
Rothemund,979,911652,0.35
Taka,614,115841,0.57
Ainhirn,563,27333,0.01
Lance,217,774302,0.17
Note,479,873928,0.37
Uludag,229,212566,0.76
Rieu,503,828259,0.22
Loyola,304,641995,0.48
Gwinn,715,206479,0.75
Wenger,787,460378,0.71
Bisiere,603,224829,0.30
Itschner,256,275153,0.42
Shioya,253,56032,0.54
Ecklund,302,171702,0.79
Scheer,409,446130,0.90
Mitsui,205,938696,0.19
Alves,409,292231,0.57
Piel,207,425120,0.67
Zochling,435,58261,0.26
Hallnas,216,774306,0.40
Mutka,937,826489,0.08
Elphick,409,485620,0.18
Zuberek,810,774647,0.44
Boersma,305,70732,0.08
Linardis,401,205800,0.29
Sommer,234,794728,0.50
Alvarez,812,729047,0.90
Bhagavathi,580,7092,0.53
Thoben,319,34251,0.90
Skordev,440,493990,0.75
Vieth,302,364465,0.59
Dusse,225,40945,0.44
Kilgore,918,908021,0.46
Queinnec,601,160572,0.04
Socolovsky,907,748265,0.45
Cavin,239,448648,0.31
Dunham,847,190231,0.78
Chowdhary,302,755959,0.56
Chelton,586,870811,0.40
Spinelli,971,437651,0.76
Ziegert,205,16540,0.48
Rieh,603,923606,0.02
Philbin,229,592457,0.57
Matteis,585,931525,0.10
Chellappa,208,115688,0.84
Lanzl,631,440034,0.63
Waschkowski,763,89640,0.58
Alsup,304,927121,0.79
Rall,603,389493,0.01
Giradot,208,455011,0.93
McQuire,224,808462,0.94
Mancho,440,120113,0.53
Shimajiri,435,438803,0.85
Dedrick,732,834678,0.04
Janocha,252,973636,0.68
Dierolf,781,548683,0.60
Dayang,208,435074,0.38
Bast,920,889154,0.62
Scalabrin,985,509740,0.10
Oostrum,302,868598,0.24
Shimodaira,409,990326,0.10
Luef,641,631697,0.13
Bist,307,274456,0.77
Felsner,443,332899,0.48
Multani,928,106799,0.85
Kusalik,479,279875,0.45
Cin,406,136751,0.98
Freuder,925,411615,0.76
Cosar,907,746619,0.91
Grant,661,932966,0.04
Terlouw,601,106948,0.88
Scholten,601,28924,0.50
Beal,971,191377,0.84
Fargeaud,406,793897,1.00
Bittan,270,483390,0.34
McNaught,775,632280,0.27
Bouaziz,918,477588,0.63
Pattabhiraman,563,552567,0.86
Futatsugi,608,936037,0.10
Cheylan,412,584383,0.20
Chidamber,302,79146,0.14
Hmeidi,405,924137,0.61
Demos,406,925848,0.21
Whiteley,617,282994,0.01
Pollock,801,862207,0.20
Abayan,636,425500,0.72
Manber,405,434896,0.86
Kohri,870,714449,0.26
Adolphson,769,822242,0.38
Singh,505,353257,0.07
Bellairs,848,545368,0.29
Habasinski,509,346269,0.02
Bandes,570,390850,0.75
Jobusch,787,208827,0.72
Dulong,303,192404,0.99
Schuning,401,985567,0.02
Knauff,719,40013,0.50
Fuchi,419,230402,0.92
Wache,719,807731,0.36
Guenter,605,199533,0.99
Barthou,413,816175,0.60
Deussen,443,798670,0.58
Deyuan,360,213947,0.96
Keay,386,894867,0.28
Ehlers,434,828331,0.78
Chuat,336,146815,0.60
Lavrac,803,516023,0.79
Kalefeld,907,307542,0.45
Blumenthal,907,34527,0.16
Goradia,469,636385,0.61
Peroz,414,653639,0.78
Karasik,212,204444,0.93
Hirshfeld,980,257569,0.49
Nieuwejaar,430,300060,0.37
Balasubrahmanyam,208,833933,0.47
Foulk,318,906929,0.01
Kuriyan,208,115641,0.70
Bommel,603,615121,0.59
Rushforth,939,487672,0.15
Luttermann,920,945963,0.21
Murdock,870,81027,0.22
Delatizky,207,970377,0.85
Paradis,678,842358,0.96
Coyne,304,59957,0.51
Pinz,513,613804,0.08
Mikki,417,135695,0.25
Naslund,985,212867,0.72
Ezeiza,248,11185,0.60
Mihoubi,939,122701,0.67
Sanger,907,21349,0.37
Gorenstein,563,158224,0.69
Bottreau,603,747071,0.45
Perez,302,464239,0.21
Padman,517,647963,0.69
Terenzi,304,603418,0.65
Venugopal,864,370211,0.35
Schittenkopf,570,603364,0.01
Baumslag,281,790724,0.64
Faraboschi,928,846929,0.92
Roush,832,491723,0.01
Aimeur,773,224326,0.24
Harllee,240,561419,0.63
Bodin,210,820458,0.91
Lahire,203,828534,0.07
Prats,302,133272,0.38
Roison,302,357674,0.89
Fouquere,651,832137,0.52
Drayer,505,574585,0.62
Villanueva,505,754174,0.67
Ockenfeld,505,692546,0.21
Galbiati,860,638614,0.63
Gibbens,720,9956,0.58
Kolinko,208,407011,0.32
Shekhar,808,94094,0.60
Muirhead,417,563747,0.44
Miczo,718,393674,0.83
Elphick,787,738095,0.50
Hanafy,310,420986,0.32
Woycyznski,207,48639,0.96
Rapin,208,358,0.50
Paludetto,918,708713,0.77
Gora,304,589976,0.95
Yelavich,409,648739,0.27
Rane,401,917601,0.71
Gecseg,808,889272,0.36
VanScheik,304,598139,0.57
Kemp,701,8575,0.93
Menezes,203,905464,0.01
Bodwin,978,957113,0.41
Schonhut,505,61412,0.36
Wingstedt,802,5352,0.68
Ulmer,518,33987,0.93
Kriebel,270,184004,0.36
Tuckey,848,432801,0.62
Yeap,712,418920,0.53
Danielsson,270,235033,0.08
Rubia,775,139977,0.66
Yagawa,910,512446,0.18
Castan,562,23402,0.73
Tsotsos,412,570071,0.95
Nadel,319,247434,0.71
Nassor,507,671131,0.53
Hauschild,802,634440,0.93
Bergen,859,10120,0.79
Lagendijk,602,237820,0.19
Kayashima,859,495588,0.09
Lupton,417,295611,0.98
Andaleon,260,542567,0.74
Wadge,505,262855,0.68
Guojun,731,105383,0.32
Merks,636,492262,0.98
Beeferman,479,969545,0.86
Milicic,208,138207,0.37
Emele,907,229767,0.09
Maloney,870,588808,0.57
Majewski,616,517278,0.37
Midelfart,315,534213,0.70
Perez,301,832023,0.65
McCaskey,573,652229,0.10
Cagman,907,173022,0.68
Speranza,386,444709,0.21
Yanike,307,479499,0.61
Bara,505,803287,0.48
Anlauff,202,304457,0.15
Bus,406,500630,0.18
Skrikant,239,17424,0.52
Shanblatt,360,148830,0.66
Carciofini,641,467279,0.03
Denis,337,421425,0.46
Stahl,404,617155,0.27
Canepa,607,267466,0.99
Quisquater,229,254487,0.66
Scheifler,857,839384,0.01
Colombet,518,419655,0.78
Jarzabek,417,750761,0.73
Haasis,802,826724,0.29
Rauscher,207,789836,0.44
Mandoiu,603,268279,0.89
Rathsack,402,903705,0.03
Ochimizu,701,864601,0.05
Marchesini,417,225457,0.77
Laxer,774,200003,0.90
Stefanini,203,922963,0.60
Villain,253,908262,0.98
Karp,719,929961,0.10
Walrath,719,447647,0.66
Schneeberger,260,659034,0.51
Ducloy,208,109507,0.09
Szulman,828,612050,0.02
Convent,304,54174,0.76
Munoz,954,122888,0.90
Guck,406,15842,0.17
Eliens,228,736486,0.28
Knightly,606,175973,0.89
Paradis,202,507003,0.56
Steckler,206,932330,0.03
Machlin,574,261047,0.73
Miara,808,238980,0.17
Khamiss,203,823657,0.76
Kartik,434,739238,0.98
Beraha,605,73740,0.55
Fenstermacher,662,120551,0.69
Pratt,208,607301,0.94
Bultheel,505,854597,0.45
Westin,202,853284,0.78
Schuning,307,102834,0.69
Schroff,316,434453,0.81
Summers,719,527874,0.15
Priami,317,440269,0.77
Tepfenhart,605,80627,0.76
Dimitroff,505,329690,0.09
Klimov,509,664301,0.95
Bernfeld,479,812904,0.13
Kroppenstedt,415,462649,0.76
Castellani,574,378851,0.05
Cornu,918,218761,0.54
Calway,405,834564,0.83
Kaji,907,926666,0.74
Bathgate,843,486326,0.96
